81.096992	-32.271755	135.498978	48.666714	-32.264008	-175.601517	59.768154	-46.460526	153.55191	95.283264	-55.8489	104.829536	0	0	0	-78.645744	-52.835201	-40.564804	-85.869049	50.419861	-27.554464	85.343498	46.557133	146.472519	0	0	0	-79.9795	-49.140369	-51.885426	-81.506226	42.130207	-39.365292	72.567055	59.973202	122.658211	0	0	0	-81.158981	-56.2668	-59.237011	-81.540688	39.182671	-45.385612	69.115646	78.17627	109.713692	0	0	0	-65.906525	-56.512512	-80.824402	-76.185524	36.40815	-54.656754	32.782936	78.505157	61.487373	0	0	0
76.844513	-42.502708	138.001373	3.978445	-50.989529	-150.435638	174.036591	-77.945961	29.513748	178.93544	-0.317624	19.839043	0	0	0	-71.665802	-47.093155	-53.571564	-76.69928	51.473713	-28.359978	79.055542	36.07708	135.251297	0	0	0	-74.074364	-42.116409	-52.451225	-72.714996	48.269623	-29.333065	69.503685	45.986477	125.233452	0	0	0	-83.130676	-42.073727	-47.396053	-80.68219	41.49361	-35.909058	82.684029	50.486046	133.273697	0	0	0	-80.699638	-41.382549	-53.667297	-84.531082	36.832516	-46.071522	85.145096	52.780148	127.885071	0	0	0
90.650711	-44.117729	117.988098	33.826195	-42.951637	-172.145645	58.600826	-63.876678	146.993393	144.627792	-53.435555	48.884861	0	0	0	-92.039879	-54.144009	-42.38752	-98.338943	49.509727	-49.724182	112.839806	77.446144	159.592804	0	0	0	-94.489944	-49.232548	-51.780251	-96.71064	61.655922	-61.903503	89.996025	78.042862	125.981468	0	0	0	-97.335434	-51.224659	-57.001705	-94.81575	53.810802	-65.668083	112.076591	76.89238	141.280289	0	0	0	-94.163452	-59.111267	-70.09861	-95.733002	45.089096	-80.295631	144.404953	83.469849	159.313431	0	0	0
80.72197	-32.572769	136.020401	40.424786	-9.312116	-157.174591	33.859406	-12.547876	-165.010208	29.140017	3.1271	-155.006287	0	0	0	-62.024658	-59.401688	-65.232635	-77.042923	42.260254	-31.804283	61.460251	68.602005	113.219513	0	0	0	-73.150665	-58.496006	-64.969223	-77.837433	44.728348	-42.713478	59.240932	67.918907	102.636749	0	0	0	-77.57486	-62.80022	-66.353416	-80.583565	40.45298	-47.821712	74.301765	71.92733	112.076813	0	0	0	-60.711731	-65.719063	-84.271637	-78.445587	28.687674	-54.456734	71.284439	62.419182	104.138344	0	0	0
90.716393	-32.562687	136.026428	32.488182	-17.764153	-152.777008	27.045954	-21.962357	-160.448364	21.232664	-5.146056	-152.334595	0	0	0	-77.670723	-54.960529	-45.713352	-85.710236	48.953247	-31.760201	82.101852	64.675804	138.46579	0	0	0	-89.304375	-60.588295	-45.658405	-89.605194	50.312275	-45.588924	74.845795	78.565575	121.815857	0	0	0	-96.218445	-63.736958	-44.247932	-91.643097	40.493881	-49.589108	99.197418	66.941231	140.935776	0	0	0	-77.695122	-61.00103	-65.163246	-85.348686	27.523481	-54.844196	84.009598	65.041733	118.429176	0	0	0
80.721947	-32.572769	136.020401	39.228924	-26.212107	179.366623	46.042233	-45.718082	153.220032	34.848671	-36.754044	164.330597	0	0	0	70.91275	-67.407761	157.210861	-85.6119	-5.694383	-44.128647	-57.244286	82.247528	-10.367184	0	0	0	52.621292	-70.119774	166.222046	-77.504791	4.890149	-49.059643	-11.834916	77.217957	31.566029	0	0	0	60.012859	-64.349098	154.573059	-77.365753	-8.485984	-52.7686	-58.186733	70.33506	-21.729774	0	0	0	58.844193	-54.028503	158.430222	-69.309738	-22.461744	-58.888454	-51.721085	61.163597	-16.771074	0	0	0
80.72197	-32.572769	136.020401	24.238356	-13.886471	-167.007538	19.355541	-27.573164	-176.912003	13.413642	-5.494354	-169.969681	0	0	0	75.837769	-44.605003	147.028961	-63.820786	-70.098167	-71.911751	-79.765167	-39.966225	-53.557358	0	0	0	76.975433	-45.294197	143.140808	-74.96405	-48.50069	-57.901764	-82.642548	-20.427591	-46.849804	0	0	0	80.322937	-48.559998	137.254959	-80.707253	-51.56279	-55.435532	-84.869972	-18.221462	-52.128201	0	0	0	82.984512	-38.19318	133.543137	-71.53553	-64.698784	-69.856514	-81.134071	-37.619106	-60.158867	0	0	0
80.721962	-32.572769	136.020401	20.596354	-8.417914	-147.608124	15.141422	-27.938156	-157.668152	13.685276	-45.148914	-161.195969	0	0	0	81.491203	-45.731464	139.064636	-80.975029	-59.95821	-58.915222	-85.931946	23.02529	-49.172611	0	0	0	80.514954	-45.983837	138.192307	-80.108597	-41.857624	-55.626808	-84.752022	27.560358	-43.947739	0	0	0	80.322937	-48.560009	137.254959	-81.648331	-46.273384	-54.18668	-84.826012	25.783812	-48.169975	0	0	0	77.732262	-37.034187	142.134399	-65.098389	-60.241467	-69.528023	-78.412895	14.736303	-46.225677	0	0	0
80.721954	-32.572773	136.020416	29.06996	-9.310401	-157.176804	23.586733	-22.223747	-167.892502	17.940882	-0.708639	-159.411514	0	0	0	80.839516	-45.00119	144.667175	-84.200378	-28.665701	-48.682194	-80.741783	60.069714	-37.178749	0	0	0	71.37159	-44.868423	145.578613	-75.033913	-21.919018	-53.838001	-66.79921	57.626652	-24.806395	0	0	0	70.396423	-47.609467	143.878448	-76.103546	-26.110828	-55.137009	-71.804108	53.757935	-35.885586	0	0	0	70.308716	-35.792702	148.279602	-61.432377	-49.316452	-68.28183	-68.808022	35.816837	-34.566986	0	0	0
76.504166	-42.416931	138.509735	17.195587	-10.552908	-160.429703	14.941585	-47.152164	-174.41539	12.238846	-55.593178	-175.63504	0	0	0	38.388664	-70.678368	-173.352509	-71.606049	-49.993378	-60.366539	-76.966484	-32.211151	-52.668602	0	0	0	14.601515	-81.089691	-152.924026	-80.843399	-11.156287	-50.708687	-81.924408	8.095167	-44.125584	0	0	0	-6.178937	-78.622833	-136.543686	-76.43573	-26.514992	-57.134964	-78.905388	21.571785	-48.682243	0	0	0	74.771011	-73.526443	139.997284	-82.64064	-49.068813	-63.358162	-86.307076	-12.148181	-59.929653	0	0	0
76.504166	-42.416931	138.509735	23.947742	-14.13541	-161.156815	20.148642	-32.92506	-173.100281	18.150433	-42.943409	-175.763138	0	0	0	55.014389	-66.209465	174.175003	-74.367905	-47.818642	-53.320984	-78.982346	-27.714537	-46.307762	0	0	0	0.274073	-78.168541	-138.300247	-77.349937	-15.809244	-52.310997	-77.942627	25.497375	-39.973137	0	0	0	-42.68037	-80.63755	-99.68383	-82.009453	-11.319098	-52.573009	-84.054649	19.167006	-50.277763	0	0	0	-72.985771	-76.870895	-73.305496	-86.966141	-23.145693	-60.930531	-88.800972	22.50078	-59.970341	0	0	0
76.504204	-42.416931	138.50975	25.942497	-30.374737	-150.007812	30.147497	-51.987801	-169.349991	33.307434	-61.664551	-177.440292	0	0	0	79.291023	-47.00412	137.148773	-81.393181	-47.948269	-61.144989	-84.916183	-2.861228	-54.513233	0	0	0	80.359108	-45.009361	133.732529	-81.682434	-24.220894	-56.868	-84.060211	12.422713	-48.835732	0	0	0	78.440971	-53.341202	136.570496	-83.137489	-20.885857	-53.256947	-85.298264	19.675917	-50.806694	0	0	0	66.067238	-55.441902	151.08992	-74.171715	-21.577885	-57.895687	-76.341866	17.663387	-48.413883	0	0	0
90.6502	-44.114277	117.988182	18.401766	-67.50415	-142.788696	150.796814	-72.648155	73.353935	163.169647	-59.727871	56.018013	0	0	0	-51.698475	-77.062645	-90.115677	-86.001503	13.577883	-52.802231	-80.806	64.217049	-44.627525	0	0	0	-48.200359	-77.009254	-101.603493	-80.874756	14.966822	-58.995811	-66.286682	65.676689	-35.835003	0	0	0	-35.312756	-81.341965	-120.583023	-81.716637	-15.496844	-66.658722	-82.091454	42.109043	-60.513683	0	0	0	96.254295	-69.712517	111.306725	-94.938576	-73.727623	-61.174858	-96.676582	-73.49456	-61.25893	0	0	0
