10	10	10	10	8	10	10	7	10	7
5	8	10	10	10	10	10	10	10	7
8	10	10	10	8	10	10	7	10	7
10	10	10	10	10	10	10	9	10	9
10	10	10	10	10	10	10	9	10	8
10	10	10	10	9	10	10	10	10	9
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	9
10	10	10	10	10	10	10	7	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	9
6	8	10	10	9	10	10	9	10	10
6	9	10	10	9	10	10	8	10	10
9	8	4	10	9	10	10	7	10	10
10	10	10	10	6	10	10	7	10	10
7	8	10	10	10	10	10	9	10	10
7	10	10	10	10	10	10	8	10	8
8	10	10	10	9	10	10	7	10	6
4	10	10	10	10	10	10	9	10	8
10	10	10	10	10	10	10	9	10	6
10	10	10	10	7	10	10	8	10	6
10	10	10	10	9	10	10	9	10	6
10	10	10	10	7	10	10	9	10	7
10	10	10	10	8	10	10	7	10	6
10	10	10	10	10	10	10	7	10	7
10	10	10	10	9	10	10	10	10	8
9	10	10	10	9	10	10	10	10	8
7	10	10	10	10	10	10	7	10	5
9	10	10	10	10	10	10	10	10	8
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	7	10	6
10	10	10	10	10	10	10	7	10	4
10	10	10	10	10	10	10	7	10	7
10	10	10	10	10	10	10	10	10	6
10	8	7	7	10	10	10	8	10	9
10	2	2	5	10	10	10	7	10	5
10	9	10	10	10	10	10	9	10	8
10	10	10	10	10	10	10	8	10	9
10	10	10	10	10	10	10	10	10	6
10	10	10	10	8	10	10	8	10	10
10	10	10	10	8	10	10	10	10	7
10	10	10	10	8	10	10	10	10	7
10	10	10	10	10	10	10	10	10	7
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	8	10	5
10	10	10	10	10	10	10	8	10	7
10	4	10	10	10	10	10	9	10	6
10	10	10	10	10	10	10	7	10	6
7	10	7	10	10	10	10	10	10	6
9	10	10	10	10	10	10	10	10	10
9	10	10	10	10	10	10	10	10	10
10	10	10	8	10	10	10	10	10	10
10	10	10	7	7	10	10	7	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	8	10	10	10	10	8
10	10	10	10	10	10	10	10	10	10
10	10	10	10	9	10	10	8	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	7	10	10	10	10	6
10	10	10	10	10	10	10	9	10	8
10	10	10	10	10	10	10	7	10	7
10	10	10	10	10	10	10	10	10	7
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	6
10	10	10	10	10	10	10	10	10	6
10	10	10	8	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	8	8	10	10	10	10	8	10	10
10	10	10	10	10	10	10	7	10	10
10	10	10	10	8	10	10	8	10	10
10	10	10	10	10	10	10	9	10	10
10	10	9	10	5	10	10	10	10	6
10	10	10	10	6	10	10	10	10	7
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	7	10	5
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	8	10	5
10	10	10	10	10	10	10	8	10	7
10	10	10	10	10	10	10	7	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	9	10	10
10	10	10	10	10	10	10	8	10	5
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	9	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	9	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	7	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	9	10	10	8	10	10
10	10	10	10	10	10	10	9	10	10
10	10	10	10	10	10	10	9	10	10
10	10	10	10	10	10	10	8	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	7	10	5
10	10	10	10	10	10	10	10	10	6
10	10	10	10	10	10	10	10	10	8
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	7	10	10	10	10	10
10	10	10	10	10	10	10	10	10	10
10	10	10	10	7	10	10	6	10	7
10	10	10	10	8	10	10	7	10	6
10	10	10	10	8	10	10	7	10	7
10	10	10	10	7	10	10	10	10	10
10	10	10	10	8	10	10	7	10	5
10	10	10	10	9	10	10	7	10	6
10	10	10	10	10	10	10	10	10	10
10	10	10	10	9	10	10	9	10	5
10	10	10	10	10	10	10	10	10	10
10	10	10	10	10	10	10	8	10	7
10	10	10	10	10	10	10	10	10	7
10	10	10	10	7	10	10	10	10	6
10	10	10	10	9	10	10	10	10	10
10	10	10	10	9	10	10	10	10	10
10	10	10	10	7	10	10	10	10	10
